win,fga,fgm,tpa,tpm,fta,ftm,oreb,dreb,reb,ast,stl,blk,pf,tov,fbpts,fbptsa,fbptsm,pip,pipa,pipm,ble,bpts,tf,scp,tmreb,tmtov,potov,home,away,date
1.0,-9,-2,20,9,8,3,0,5,5,-1,-2,4,-1,4,5,4,1,-22,-25,-11,9,-8,-2,-2,3,-2,6,UTA,CHI,2019-01-13
1.0,-3,3,-2,1,10,9,-3,1,-2,3,5,-4,1,-4,10,2,4,-6,-9,-3,15,-20,0,-2,-1,0,14,WAS,ATL,2019-01-03
1.0,4,4,14,6,-3,-3,-4,-11,-15,4,5,2,2,-8,11,3,5,-4,-9,-2,11,-3,0,-3,-7,-1,16,PHX,NYK,2019-03-07
1.0,-7,0,17,7,2,5,-2,10,8,-1,-1,6,1,1,15,4,5,-6,-14,-3,10,-33,1,1,-2,0,2,MIL,MIN,2019-02-24
0.0,7,3,5,0,-13,-11,2,-2,0,2,0,4,8,0,-5,-1,-3,-6,-5,-3,-3,3,0,5,0,-2,6,TOR,MIL,2018-12-09
1.0,-7,1,-10,4,6,6,-1,3,2,-2,-1,0,1,2,6,3,2,-6,2,-3,13,13,0,0,10,0,10,CHA,DET,2018-12-22
1.0,9,9,6,2,1,-3,5,0,5,4,2,-2,-3,-8,1,2,1,16,6,8,9,27,0,-1,1,0,22,DET,MIN,2019-03-07
1.0,-2,-1,17,11,-5,-4,-1,10,9,7,-1,-3,5,6,9,7,4,-28,-20,-14,13,-15,-1,0,3,1,-9,CLE,MEM,2019-02-24
0.0,15,-2,7,3,-6,-5,4,-14,-10,-1,2,2,1,-12,-25,-11,-8,-10,2,-5,-18,-22,-2,-3,-8,-1,15,MEM,LAC,2019-02-23
1.0,23,21,13,15,-18,-15,7,-1,6,12,6,4,6,-9,10,4,4,-2,-1,-1,46,25,0,9,-5,0,27,IND,LAL,2019-02-06
1.0,-5,2,2,2,8,3,5,2,7,4,-2,1,3,-2,-3,2,-1,12,4,6,3,23,-2,5,-7,1,-4,MEM,POR,2018-12-13
1.0,1,8,-7,0,3,5,-2,6,4,2,7,0,-4,-7,12,3,7,8,1,4,23,17,1,0,-3,0,17,MEM,PHX,2018-10-28
0.0,-1,1,-13,-3,-5,-8,-7,-15,-22,10,0,1,6,-5,7,5,3,2,8,1,-8,-1,1,-8,3,-2,-4,SAC,TOR,2018-11-08
1.0,-3,-3,-11,-7,18,18,8,14,22,-1,-1,-3,-7,6,0,0,0,10,9,5,-3,16,0,21,4,0,-3,PHI,PHX,2018-11-20
0.0,-7,-8,14,4,8,6,0,6,6,-1,-1,-2,5,-1,-3,-3,-2,-22,-22,-11,3,21,0,-5,-1,3,2,BKN,MEM,2018-12-01
0.0,-10,-12,-4,-7,7,7,2,-1,1,-9,-6,-1,-6,8,-24,-11,-10,-10,-5,-5,-30,14,0,-2,1,-1,-17,LAC,TOR,2018-12-12
0.0,8,3,-3,-4,-5,-5,7,-2,5,1,1,3,0,0,-13,-5,-4,10,12,5,5,-5,3,17,2,0,-3,MIA,PHX,2019-02-26
0.0,9,-7,13,-1,-8,-4,-2,-15,-17,-1,4,-4,0,-5,4,1,1,-8,1,-4,-16,19,0,0,3,0,6,BKN,CHI,2019-02-09
0.0,15,3,8,0,-18,-11,4,-7,-3,11,-3,2,0,1,2,7,2,24,15,12,-9,-3,1,-4,-8,-2,-2,ATL,NYK,2018-11-08
0.0,3,-6,3,-7,-5,-1,-2,-5,-7,-9,0,-5,-2,-2,-7,-1,-3,-2,13,-1,-27,-28,1,6,-2,0,-6,DET,BOS,2018-10-27
1.0,-3,8,8,5,-9,-7,-10,3,-7,23,-2,4,0,1,-4,-2,-1,8,-10,4,18,-23,2,-2,2,2,-1,ORL,NYK,2018-11-18
1.0,0,10,1,-3,-4,-9,1,5,6,2,-6,7,1,1,0,-4,2,20,0,10,21,-14,0,-6,-1,0,7,LAL,IND,2018-11-30
0.0,-3,-4,-3,-6,2,13,1,4,5,0,2,-1,-3,0,5,-2,0,-8,-7,-4,11,30,0,-3,-7,0,-1,BOS,LAL,2019-02-08
1.0,3,10,-12,-6,2,2,0,10,10,-2,-3,2,-3,-2,1,-1,2,34,18,17,18,9,-1,2,7,1,4,DEN,PHI,2019-01-27
0.0,6,-5,1,-4,-3,-6,0,-12,-12,-15,-2,-1,1,0,3,1,2,6,8,3,-13,5,0,2,6,-3,-5,CLE,CHI,2018-12-23
1.0,2,20,20,13,-14,-11,-1,21,20,22,-4,9,10,4,16,9,7,8,-10,4,40,-5,0,11,-3,0,-1,PHI,MIN,2019-01-16
1.0,3,5,-1,0,4,7,5,14,19,1,-1,-5,0,0,0,0,0,12,8,6,2,-2,-1,5,2,0,-3,MIN,ORL,2019-01-05
1.0,7,4,1,7,0,-4,1,5,6,5,-4,-5,-2,-1,-5,0,-2,0,6,0,8,-10,0,14,11,0,6,CHA,ATL,2018-11-07
0.0,3,-12,6,-3,0,-1,5,-4,1,-9,-4,-5,2,5,-2,-6,-1,-6,7,-3,-18,7,0,2,5,1,-15,NYK,GSW,2018-10-26
1.0,9,7,11,8,13,6,5,2,7,6,5,3,-7,-9,-1,-1,0,4,2,2,26,9,-2,3,8,3,6,UTA,PHX,2019-02-07
1.0,-1,5,-8,-4,-2,3,-6,-1,-7,-3,5,4,-1,-6,15,12,6,24,9,12,-5,-21,0,-10,-2,1,7,MIL,CHA,2019-01-26
1.0,6,3,4,1,-12,-3,4,4,8,6,-2,4,9,0,16,8,6,-12,-10,-6,9,2,0,4,-10,-1,1,GSW,DAL,2018-12-23
1.0,13,1,26,8,0,8,-2,-5,-7,-14,7,-2,0,-11,-5,2,-2,-18,-12,-9,16,-19,0,3,1,1,8,HOU,MEM,2019-01-15
0.0,3,8,-17,-7,-13,-10,-4,3,-1,3,0,1,-1,4,5,1,3,16,8,8,17,2,0,9,3,0,-5,GSW,HOU,2019-01-04
1.0,-10,7,15,10,-8,-8,-15,-1,-16,2,4,-4,1,-1,1,3,1,0,-13,0,22,4,0,-12,1,0,3,HOU,PHI,2019-03-09
1.0,-7,3,7,2,20,17,2,8,10,10,-1,2,-7,-3,1,0,1,14,6,7,28,11,0,-8,1,1,11,DAL,ORL,2018-12-11
1.0,-10,-1,5,0,9,10,-6,1,-5,1,-1,-2,-7,0,5,2,3,-8,-14,-4,10,-10,0,1,5,0,9,LAL,NOP,2018-12-22
0.0,10,-8,-6,-4,-10,-8,1,-10,-9,-13,3,-9,7,-2,2,1,1,2,24,1,-30,-5,0,2,1,0,-5,CHI,ORL,2019-01-03
1.0,-4,8,-2,0,1,3,2,10,12,-5,-3,3,3,3,-6,2,-2,24,11,12,22,-1,1,5,-6,-1,-1,MIL,IND,2019-03-08
0.0,0,-4,-8,-3,-6,-4,-6,-4,-10,1,0,-6,4,1,3,9,1,6,19,3,-16,-6,0,-2,0,-1,-10,TOR,ORL,2019-02-24
1.0,4,8,-5,-4,-3,-6,0,3,3,-2,-2,4,0,-3,3,1,1,20,9,10,8,5,0,8,0,-1,4,BKN,CLE,2019-03-07
0.0,2,-7,-5,-7,1,-2,2,-10,-8,-3,0,1,-2,-1,0,-3,0,4,4,2,-15,-31,0,-3,4,0,4,MIA,DET,2019-02-24
0.0,7,-1,4,2,2,-1,-2,-14,-16,-5,3,5,-6,-10,-1,3,0,-10,-6,-5,-19,18,0,-6,-1,0,3,CHA,MIL,2018-10-17
0.0,8,-9,3,-4,-6,-4,1,-13,-12,1,0,-2,1,1,-3,7,1,-12,-3,-6,-28,-7,0,-8,3,1,0,GSW,LAL,2018-12-26
0.0,8,-5,-4,-2,0,1,5,-3,2,-1,1,-5,4,1,0,-3,0,-14,0,-7,-15,17,-1,3,2,-1,-1,CLE,TOR,2018-12-02
0.0,-12,-3,-6,-3,5,5,-4,3,-1,-3,0,1,-4,4,2,2,1,4,2,2,-1,7,0,-4,-2,-1,-12,NYK,POR,2018-11-21
0.0,1,-7,7,7,-2,-1,3,-4,-1,7,-4,1,1,5,-2,-1,-1,-8,8,-4,3,4,0,-4,-4,1,-14,MIA,IND,2018-11-10
1.0,-1,11,-1,4,-3,1,5,17,22,13,-4,2,-3,4,3,-1,1,12,-6,6,42,14,0,7,-6,0,3,UTA,MIA,2018-12-13
1.0,-7,-2,-10,3,10,10,-3,4,1,-3,-1,-1,-6,1,0,-3,-1,-6,7,-3,12,-4,0,-6,6,0,-6,DEN,OKC,2019-02-27
0.0,-12,-10,-26,-12,0,1,-4,-4,-8,-8,-5,-2,-4,8,-9,-6,-5,-4,1,-2,-36,-12,0,-2,5,-1,-7,SAS,HOU,2018-12-01
1.0,-6,0,-5,-1,13,7,0,8,8,-9,2,-1,-4,-2,-2,3,0,14,8,7,-9,-15,0,5,0,2,14,MIL,DEN,2018-11-20
0.0,-4,2,-2,-3,-12,-8,-13,-1,-14,4,4,0,5,-1,-5,-7,-3,-2,-6,-1,15,-31,1,-9,-6,0,0,PHX,BOS,2018-11-09
0.0,-2,-2,9,9,-9,-11,-7,-3,-10,0,-6,-4,4,3,-17,-12,-7,2,7,1,-12,19,-1,-4,6,0,-15,BKN,GSW,2018-10-28
1.0,0,5,-13,1,5,5,5,6,11,9,1,-2,-5,4,-4,-6,-3,-10,-3,-5,21,9,-1,5,2,-1,-3,IND,MIL,2018-12-13
1.0,4,1,9,-1,3,4,5,6,11,-5,-1,0,-7,-3,-10,-3,-3,6,-5,3,7,26,0,7,3,1,-5,MEM,LAL,2019-02-26
1.0,0,-3,9,0,6,11,-2,-2,-4,5,5,-1,1,-4,21,12,10,4,2,2,-4,-3,2,-2,0,-1,11,NOP,MIN,2019-02-09
1.0,-3,9,-12,-2,-8,-3,-1,18,17,-1,-5,4,2,6,5,-1,3,12,5,6,16,27,0,0,-2,1,-17,SAS,WAS,2019-01-28
0.0,3,-4,12,2,4,2,2,4,6,-4,-3,-3,-5,4,-12,-9,-4,2,4,1,13,-15,0,2,1,1,-12,DAL,SAS,2019-01-17
0.0,-1,-2,6,0,-4,-3,0,0,0,1,0,-4,-2,3,-4,3,-1,10,5,5,-3,20,1,3,0,2,-6,MIL,TOR,2019-01-06
1.0,0,-2,9,6,4,3,0,3,3,-13,-4,-3,-6,1,-16,-4,-7,-8,-5,-4,3,-12,0,6,0,1,-4,CHA,BOS,2018-11-20
1.0,-12,-2,-11,0,6,6,-5,0,-5,0,-2,4,0,1,-7,-2,-3,0,5,0,0,-15,0,-6,1,-2,1,MEM,DEN,2018-11-08
0.0,12,-8,12,2,-4,2,12,3,15,-7,-4,-1,5,0,-14,-1,-5,-16,2,-8,-10,24,1,10,-7,3,-12,CLE,IND,2018-10-27
1.0,8,7,8,6,-12,-3,1,6,7,2,-3,1,4,-1,4,4,1,6,-2,3,22,-1,0,-3,-3,1,2,DET,NYK,2019-02-09
1.0,-5,5,-7,3,-1,1,-1,9,8,17,-6,-5,2,6,2,2,1,12,13,6,25,12,0,1,-2,1,-1,LAC,SAC,2019-01-27
0.0,7,2,-2,-5,-5,-1,3,2,5,-8,-5,5,4,-2,18,2,6,16,8,8,0,-7,-1,-1,0,-1,-7,OKC,MIN,2018-12-24
0.0,-3,-15,-5,-7,6,6,-3,-11,-14,-8,-2,-1,-8,-2,-3,-2,-2,2,10,1,-38,-3,-1,-3,0,0,-3,DEN,GSW,2019-01-16
0.0,-1,6,0,0,-21,-19,-1,0,-1,3,-8,3,7,10,-18,-7,-6,14,4,7,-11,-24,0,-10,-4,1,-9,LAL,NYK,2019-01-05
1.0,21,15,-5,0,-14,-14,10,10,20,3,4,5,7,-5,8,4,5,16,10,8,18,-9,0,8,-6,0,13,IND,WAS,2018-12-23
1.0,-5,6,-5,0,-5,-4,-6,5,-1,2,0,3,0,-1,8,9,3,0,-6,0,9,24,1,-6,5,0,-2,SAC,POR,2019-01-15
1.0,-7,2,-7,-1,6,3,1,6,7,4,-1,4,0,6,-4,-4,-2,16,3,8,8,14,-1,2,3,-1,0,MIA,WAS,2019-01-05
1.0,-3,12,2,6,-14,-13,-7,4,-3,11,2,7,6,0,11,4,6,8,-5,4,21,-35,0,-7,-5,-2,-6,GSW,DEN,2019-03-09
1.0,-2,0,-5,4,2,1,1,5,6,4,3,2,3,0,-10,-4,-6,-14,1,-7,14,6,-1,10,-1,2,-7,ORL,DAL,2019-03-09
0.0,-4,-8,-8,-7,13,12,-4,-7,-11,-12,4,-2,-7,-3,-5,-6,-3,0,4,0,-14,6,0,2,2,0,8,CHA,GSW,2019-02-26
0.0,1,2,4,0,-18,-13,-5,-4,-9,1,-3,0,10,2,-4,1,-2,6,-2,3,-3,20,0,-1,-5,1,-2,LAC,DEN,2018-10-18
1.0,-3,1,-8,-2,9,3,0,-1,-1,4,3,2,-3,-4,-1,2,0,-4,-7,-2,-2,7,-1,15,3,-1,14,ORL,MIA,2018-10-17
1.0,0,0,-1,-1,4,5,9,11,20,-3,-3,0,-1,6,5,-3,2,14,13,7,-1,-15,0,4,-1,-1,2,DAL,LAC,2018-12-03
0.0,-10,-7,-3,-5,20,17,-1,1,0,-5,-4,-1,-7,4,-3,0,-1,-2,-12,-1,-7,8,0,8,4,0,10,MIN,DEN,2018-11-22
1.0,-6,-5,2,0,15,17,5,14,19,4,2,0,-7,0,10,4,4,4,6,2,12,12,-1,2,-2,1,4,BKN,WAS,2018-12-15
0.0,1,-4,12,1,5,5,0,-3,-3,-2,2,-7,-1,-3,-10,-2,-3,-6,-3,-3,0,-13,-1,2,0,2,-9,ORL,PHX,2018-12-27
1.0,-11,6,0,10,-9,-7,-7,13,6,3,-4,-3,2,7,7,-2,2,4,-5,2,20,16,0,-2,-1,0,3,MIL,TOR,2018-10-30
1.0,1,4,7,5,-2,-2,-3,0,-3,5,1,5,6,-5,15,16,6,-2,-5,-1,3,12,0,0,-2,1,10,SAC,MIN,2018-11-10
0.0,3,-6,7,-1,-5,-3,-5,-16,-21,-9,4,6,0,-8,11,-1,4,-10,-3,-5,-21,32,0,-18,-8,-2,14,ATL,TOR,2018-11-22
0.0,-3,-3,-16,-8,11,5,2,-3,-1,-11,-3,-1,-7,2,-10,-4,-3,12,14,6,-7,-5,0,6,1,0,0,MIN,BOS,2018-12-02
1.0,5,-1,2,5,5,12,8,4,12,1,-1,-3,3,1,-3,-3,-2,-6,7,-3,11,2,1,18,-3,0,-2,HOU,LAL,2018-12-14
0.0,-4,2,-5,-1,-10,-8,-5,-2,-7,6,-6,2,5,5,2,-3,1,10,0,5,-10,0,0,-7,1,0,-10,BOS,POR,2019-02-28
0.0,-3,-3,11,3,0,-2,-5,-9,-14,-2,3,2,2,-7,-13,-9,-6,-10,-9,-5,20,0,0,-5,0,0,15,HOU,OKC,2019-02-10
0.0,5,-9,14,3,15,5,1,-20,-19,-6,-1,-1,-2,-8,4,6,1,-32,-13,-16,7,-38,1,13,1,-1,16,OKC,LAL,2019-01-18
0.0,11,-5,20,5,-8,-4,12,-2,10,1,-3,-3,2,5,-4,-6,-3,-6,-7,-3,-5,6,0,13,-4,0,0,ORL,OKC,2019-01-30
1.0,6,18,2,11,-15,-15,0,12,12,17,0,6,9,0,8,-1,2,14,3,7,32,24,0,4,-4,1,4,LAC,WAS,2018-10-29
1.0,4,2,4,2,0,3,4,2,6,2,0,3,0,-3,-8,-7,-3,-12,-7,-6,14,11,0,6,-1,0,11,ORL,WAS,2018-11-10
0.0,-3,-5,-4,-1,11,9,5,1,6,1,-2,-1,-8,-2,-1,-8,-1,-6,-2,-3,-15,-2,0,-9,0,0,-3,ORL,TOR,2018-11-21
0.0,-2,5,-8,-8,-5,-3,-1,4,3,-9,-4,3,2,3,1,-1,2,22,3,11,-16,-5,0,4,0,-1,-6,POR,DEN,2018-12-01
0.0,4,-1,-11,-1,0,-1,2,-6,-4,5,7,-8,2,-5,17,7,6,-2,11,-1,-7,21,0,0,2,-1,19,SAC,GSW,2019-01-06
0.0,12,1,-11,-1,-23,-21,3,-10,-7,-3,-1,-6,9,-1,15,6,5,-8,14,-4,-22,5,0,2,-8,0,-8,LAC,UTA,2019-01-17
0.0,-4,-13,-1,-1,-6,-5,-3,-7,-10,-10,-5,-2,-1,3,-6,-1,-1,-18,-1,-9,-35,-1,-1,1,-8,-2,7,IND,GSW,2019-01-29
1.0,5,10,-10,-7,1,2,1,12,13,8,5,3,0,-3,7,3,3,22,7,11,20,-7,0,4,3,0,6,IND,CLE,2019-02-10
1.0,24,8,9,3,-9,-10,2,-7,-5,5,8,-5,2,-12,2,2,2,10,16,5,6,47,0,8,8,1,19,LAC,DAL,2019-02-26
0.0,-15,-5,4,-4,8,6,-3,1,-2,3,-3,1,-4,7,21,10,9,4,-11,2,-4,-7,0,-6,0,-3,-4,LAL,MEM,2018-12-24
0.0,0,0,4,4,-12,-9,-2,4,2,-6,-5,-4,0,6,-3,-2,-1,-10,-8,-5,7,-15,0,-5,-3,0,-10,DET,UTA,2019-01-06
1.0,0,5,1,7,-8,-8,0,7,7,12,-2,4,10,4,-3,-1,-1,-4,-3,-2,5,17,0,-1,-2,-2,-6,BOS,TOR,2019-01-17
0.0,5,6,2,-6,-4,-9,-1,0,-1,1,-1,-3,2,4,-9,1,-2,28,11,14,-6,-1,0,0,5,-1,-8,DAL,TOR,2019-01-28
0.0,19,6,-3,-7,-22,-7,3,0,3,1,0,-1,14,-4,5,-3,1,30,21,15,-5,-15,-2,-1,-13,0,9,ATL,BKN,2019-03-10
1.0,-6,-1,2,2,6,8,-4,1,-3,2,4,5,-3,-1,3,1,1,-2,-4,-1,12,-3,2,-4,2,1,3,MIN,CLE,2018-10-20
1.0,0,4,-7,-1,11,5,1,0,1,4,7,-4,-2,-5,-5,2,-3,14,10,7,11,10,-1,0,5,2,-3,MEM,WAS,2018-10-31
0.0,-16,0,-9,-5,5,4,-15,0,-15,-6,1,10,5,-2,6,7,2,6,-12,3,1,12,1,-17,-2,-3,5,WAS,MIA,2018-10-19
1.0,5,3,14,6,4,2,10,8,18,-11,-5,1,0,2,-1,-3,-2,2,2,1,15,-14,-1,10,-2,0,0,HOU,BOS,2018-12-28
1.0,-14,0,-3,1,12,8,-2,6,4,6,-1,3,-4,4,-4,-1,-2,-4,-12,-2,12,9,0,-7,-2,2,6,DET,BOS,2018-12-16
1.0,-18,-2,-9,-5,19,15,-6,7,1,-4,2,4,-10,0,0,-5,-1,0,-18,0,3,-4,0,0,1,-1,2,IND,CHI,2018-12-05
0.0,-6,-13,23,6,2,1,-6,-11,-17,-15,0,4,-3,-1,-5,1,-2,-32,-21,-16,-29,12,1,-6,5,1,-5,HOU,NOP,2018-10-18
0.0,4,6,-1,-1,-11,-13,-4,-4,-8,9,2,4,1,-4,-4,-3,1,16,8,8,13,7,0,-13,-2,0,13,MIA,TOR,2018-12-27
0.0,1,-1,-10,-7,7,6,-4,-12,-16,-9,6,-3,-2,-9,15,7,6,8,7,4,-3,-29,1,-6,-1,0,10,MEM,MIA,2018-12-15
0.0,8,-4,2,-8,2,-1,3,-7,-4,-10,0,-4,-3,-2,1,5,2,24,20,12,-24,10,-1,8,5,1,3,ATL,GSW,2018-12-04
0.0,-1,-9,14,1,12,8,4,-6,-2,-6,2,3,-9,-1,-5,-2,-2,-16,-7,-8,-15,-10,0,-5,4,0,3,UTA,SAC,2018-11-22
1.0,6,10,-8,0,-8,-4,-6,1,-5,7,2,5,2,-4,-2,-1,-1,-20,-13,-10,18,-33,1,-2,3,-1,11,GSW,BKN,2018-11-11
1.0,8,1,12,2,0,-2,-3,-7,-10,4,9,-4,-3,-8,-1,-1,0,-10,-16,-5,15,8,-1,6,1,3,12,MIN,MEM,2019-01-31
1.0,-16,9,-15,1,-16,-10,-16,4,-12,10,-4,1,7,7,-11,-9,-3,4,-12,2,14,25,1,-8,-3,-2,-1,IND,CHA,2019-02-12
1.0,-5,-2,1,8,-3,3,-13,-8,-21,19,3,4,-3,-4,14,6,4,-20,-10,-10,-2,8,-2,-6,-4,-3,16,IND,MIN,2019-03-01
1.0,14,6,-6,5,-15,-7,-2,-11,-13,6,8,1,8,-10,8,6,3,-10,3,-5,10,10,-1,-2,-13,0,4,PHX,DAL,2018-12-14
0.0,5,-5,4,-1,4,1,2,-11,-9,-5,3,1,-6,-6,-2,-1,0,-4,6,-2,-17,29,1,-7,4,-1,8,CHA,NOP,2018-12-02
1.0,-17,-2,-9,1,14,11,-2,5,3,0,-1,-3,-1,4,7,-4,3,-6,-9,-3,1,-3,0,0,-3,0,-4,CHI,PHX,2018-11-22
1.0,0,7,-11,1,9,5,6,11,17,12,-3,0,-9,4,9,2,3,10,9,5,24,-2,0,13,2,-3,8,NOP,PHX,2018-11-11
1.0,11,-1,11,0,3,7,2,-5,-3,0,6,0,-8,-9,4,5,3,0,-3,0,9,-9,0,4,1,0,9,DEN,NOP,2018-10-30
1.0,14,15,-10,1,-10,-10,-3,-1,-4,18,8,-2,5,-10,16,7,6,18,16,9,16,-3,0,-2,1,-1,22,BOS,BKN,2019-01-08
0.0,-3,3,-20,-9,-1,1,3,5,8,2,0,1,-1,2,-5,-1,-1,6,3,3,18,-18,0,5,-2,0,1,ORL,BKN,2019-01-19
1.0,20,-1,5,2,1,2,11,-13,-2,3,1,-1,-7,-7,-7,-1,-2,-4,5,-2,9,-4,0,7,10,0,15,SAS,PHX,2019-01-30
1.0,4,8,-3,2,3,5,-2,1,-1,2,7,-1,-4,-9,5,3,2,10,7,5,21,19,-1,-3,-5,1,16,PHI,LAL,2019-02-10
0.0,12,2,3,1,-7,-7,5,-1,4,5,-5,-4,-3,1,-16,-2,-6,10,11,5,-6,6,1,14,2,0,-11,MEM,CHI,2019-02-28
0.0,-5,-10,13,1,9,9,4,2,6,-8,2,1,-2,6,-10,-7,-5,-30,-16,-15,-5,9,1,5,-1,-2,-16,MIA,SAC,2018-10-29
1.0,4,7,-9,-1,-6,-3,-2,1,-1,-4,-1,-2,3,-5,3,-1,1,14,12,7,3,0,0,-6,-3,1,-4,LAC,ORL,2019-01-06
0.0,10,-7,-5,-9,1,-1,3,-14,-11,-15,1,-3,4,-4,1,4,2,-2,10,-1,-17,1,0,3,4,-2,6,IND,PHI,2019-01-18
0.0,-2,-3,-7,0,-1,1,-2,-4,-6,-1,3,-2,1,-1,-1,-2,-1,-6,-1,-3,-13,-6,-1,3,-5,-2,1,LAC,ATL,2019-01-29
0.0,8,-1,-4,-3,-9,-6,2,-6,-4,-7,3,-3,2,-5,1,1,-1,-6,5,-3,17,4,1,-5,0,0,9,BOS,LAC,2019-02-10
1.0,16,7,1,-1,-9,-6,4,-5,-1,-4,2,0,0,-10,8,6,3,20,14,10,4,12,0,0,-1,0,17,BOS,PHI,2018-12-25
0.0,-3,-3,4,3,-7,-1,-3,5,2,6,-5,-6,5,7,16,2,5,-8,-2,-4,13,-2,-1,-6,6,1,-9,CHA,OKC,2018-11-01
0.0,-4,0,-8,-5,4,4,0,9,9,-2,-2,-1,0,4,-6,0,-2,-2,-1,-1,-17,13,0,-1,9,0,-14,MIA,CHA,2018-10-21
0.0,-4,-11,5,6,7,10,-1,-5,-6,-6,-4,-4,0,2,-5,-3,-3,-32,-13,-16,-3,-11,0,-8,4,0,-3,NYK,IND,2018-11-01
0.0,2,-9,27,9,11,8,2,-7,-5,-3,1,-2,-4,0,-2,1,-3,-10,-8,-5,11,18,0,-6,7,1,1,UTA,GSW,2018-10-20
1.0,10,17,-6,-3,-6,-7,1,2,3,8,2,3,6,-7,15,3,4,32,11,16,19,8,0,1,-5,-1,14,MIA,CLE,2018-12-29
0.0,-2,-6,4,0,10,5,5,1,6,2,0,-2,-8,5,-18,-11,-7,-8,-4,-4,-5,15,0,4,1,0,-2,DAL,SAC,2018-12-17
1.0,-7,-3,5,0,11,9,-7,-4,-11,4,6,5,-2,-8,18,4,4,-10,-11,-5,-4,4,2,-5,3,0,13,TOR,ATL,2019-01-09
1.0,-22,-2,2,3,4,3,0,19,19,8,-8,5,4,19,-5,-2,-2,8,-2,4,6,1,1,3,0,0,-24,BKN,NYK,2018-10-19
0.0,0,-10,0,-2,9,5,3,-6,-3,-12,4,-6,-2,3,-11,-3,-5,-10,2,-5,-16,6,-1,5,11,0,-19,UTA,PHI,2018-12-28
