win,fga,fgm,tpa,tpm,fta,ftm,oreb,dreb,reb,ast,stl,blk,pf,tov,fbpts,fbptsa,fbptsm,pip,pipa,pipm,ble,bpts,tf,scp,tmreb,tmtov,potov,home,away,date
0.0,-1,-2,10,-1,0,3,5,7,12,1,1,1,2,7,-6,4,-1,10,3,5,0,-5,-1,3,-8,1,-8,NOP,IND,2019-02-05
1.0,0,1,5,6,5,7,-1,-2,-3,3,5,0,-1,-6,-11,-6,-6,-14,-8,-7,-5,2,1,5,0,0,16,IND,NOP,2019-02-23
1.0,-4,6,-20,-5,0,2,-1,0,-1,5,2,8,-2,-1,-6,-3,-1,6,-1,3,-7,-1,1,1,-5,0,-2,PHX,MIL,2019-03-05
0.0,-17,-9,14,3,4,3,-4,0,-4,-5,-4,2,-4,8,6,5,3,-12,-16,-6,-8,21,0,-13,-1,-1,-9,NYK,MEM,2019-02-03
1.0,-12,-8,4,1,23,19,5,6,11,-4,-6,0,-15,6,7,2,2,-14,-5,-7,6,-29,0,-8,3,0,-14,PHI,MIA,2019-02-22
1.0,-10,3,-6,-2,5,1,-10,6,-4,3,2,0,-4,0,0,-4,1,12,2,6,2,7,0,-11,9,2,-2,DET,TOR,2019-03-03
1.0,4,9,-11,-3,-19,-7,1,12,13,7,-5,1,8,7,3,2,0,24,11,12,11,-7,0,1,-6,-1,-5,GSW,OKC,2018-10-17
1.0,-5,2,-1,4,7,11,5,13,18,-2,-4,0,-2,7,1,-3,0,4,5,2,23,2,0,0,-5,1,-9,DAL,WAS,2018-11-07
1.0,-21,0,12,9,12,11,-7,9,2,4,-1,7,-1,8,3,-6,-1,-14,-26,-7,23,-26,0,-15,0,0,-7,HOU,SAC,2018-11-18
1.0,0,5,-3,-2,12,13,5,21,26,-2,-2,3,-2,4,18,3,6,24,5,12,22,-13,-1,19,8,0,1,NOP,WAS,2018-11-29
1.0,-11,0,4,3,14,4,6,12,18,3,-7,4,-4,11,1,0,0,-2,-2,-1,11,-34,0,1,13,0,-5,DET,CLE,2018-10-25
1.0,9,4,-2,1,1,-3,-2,-2,-4,-1,7,-2,-3,-8,9,8,5,10,11,5,9,-3,0,1,5,-1,16,OKC,NOP,2018-11-06
0.0,6,3,-4,-1,-11,-8,0,-4,-4,0,1,-3,5,-2,2,2,0,4,6,2,-11,3,0,-4,-2,0,-9,CHA,PHI,2018-11-18
1.0,-10,6,-24,-7,15,9,-11,1,-10,0,4,-3,-4,-5,4,2,1,24,9,12,9,1,-1,-11,4,0,8,CHA,ATL,2018-11-29
0.0,-5,0,-22,-12,-1,5,1,1,2,-2,-5,2,5,4,12,3,5,18,14,9,-9,3,-1,-3,-5,-2,2,MEM,DET,2019-01-03
1.0,-1,3,-18,-1,1,2,3,4,7,5,-1,1,0,1,-11,-6,-4,0,6,0,-5,30,0,7,-2,0,-3,ORL,HOU,2019-01-13
0.0,6,0,7,1,-12,-7,-2,-3,-5,4,2,-2,3,-1,-1,2,0,-8,-1,-4,-10,-17,0,-1,-6,0,5,CLE,MIA,2019-01-26
0.0,10,-3,17,8,-13,-12,-1,-12,-13,12,-5,-5,6,-1,3,4,2,-14,-4,-7,-15,-5,0,-8,1,2,3,POR,MIA,2019-02-06
0.0,9,1,11,1,-14,-14,1,-13,-12,-5,5,0,2,-3,-5,-1,-2,-12,-3,-6,-12,-1,0,-2,-4,1,11,HOU,UTA,2018-10-25
1.0,-7,9,-2,0,11,12,4,24,28,-3,-2,-3,-1,5,-1,-4,-1,12,4,6,34,21,1,9,-3,1,-3,POR,MIN,2018-11-05
0.0,-3,-1,-15,-6,-4,-3,-1,1,0,-1,-3,1,-1,2,-11,-5,-4,8,6,4,-13,-25,1,2,-7,-1,-11,WAS,BKN,2018-11-17
0.0,-5,-12,-13,-12,1,-2,0,-11,-11,-8,-5,-1,6,4,-4,0,-2,-4,1,-2,-43,-11,0,-1,-3,-2,-4,CHA,DAL,2019-01-03
0.0,11,-6,-6,-6,8,5,-2,-17,-19,-4,10,-3,-14,-15,7,8,4,-4,9,-2,-17,3,2,2,1,-1,23,BOS,MIL,2018-12-22
1.0,4,-2,16,6,14,12,6,-4,2,4,4,0,-5,-2,3,3,2,-10,-10,-5,16,30,0,16,0,1,4,PHI,DET,2018-12-11
1.0,4,4,-5,-2,3,3,1,-2,-1,4,4,3,0,-6,-4,-1,-2,16,9,8,17,24,0,5,-7,-2,17,PHX,DEN,2019-01-13
0.0,7,-6,22,8,0,-4,1,-15,-14,-5,2,-4,1,-5,8,0,3,-22,-9,-11,-10,-14,-1,0,9,0,3,WAS,GSW,2019-01-25
1.0,6,1,-1,-2,3,1,3,-2,1,-1,-3,-2,-3,-2,-5,-3,-2,18,14,9,-7,-10,0,-3,2,0,4,CHI,PHI,2019-03-07
0.0,1,-9,-2,-5,-2,0,0,-6,-6,-11,0,-5,5,-2,-9,-5,-4,0,4,0,-28,-19,0,4,2,1,2,PHX,GSW,2019-01-01
1.0,11,7,-15,-9,4,-3,12,8,20,2,0,1,-5,1,-2,3,1,32,20,16,-5,15,0,19,7,0,-7,MIA,HOU,2018-12-21
0.0,-3,-7,-10,-6,-8,-3,-1,-7,-8,-11,-4,2,2,5,-4,3,-3,-14,2,-7,-19,-6,1,-9,3,0,-4,LAC,MIA,2018-12-09
1.0,14,18,19,9,-8,-8,6,14,20,22,-3,7,6,-1,10,3,2,-4,-23,-2,44,0,-1,10,0,0,2,GSW,CHI,2019-01-12
1.0,-1,-3,-4,-1,18,15,6,3,9,-3,-1,5,-7,1,4,-1,2,2,11,1,1,-7,-1,4,4,1,-4,ATL,PHX,2019-02-24
0.0,-11,-15,1,-6,6,3,0,-1,-1,-12,-7,-3,0,10,-6,-11,-4,-12,-3,-6,-35,-36,0,0,2,1,-13,GSW,BOS,2019-03-06
0.0,-3,-15,13,-1,0,-2,6,-7,-1,-8,-3,0,0,1,-5,0,-2,-4,1,-2,-31,-23,2,0,-1,2,-9,UTA,IND,2018-11-27
0.0,6,-3,18,-3,9,7,3,-7,-4,-6,7,3,-5,-6,-1,-3,-2,-6,-11,-3,16,-24,0,0,5,0,11,CHA,LAC,2019-02-06
0.0,-7,-3,2,5,-9,-2,0,3,3,1,-5,0,3,10,13,9,6,-8,-4,-4,3,9,-2,-2,-8,0,-8,ATL,DET,2019-02-23
0.0,8,-3,9,-1,0,-1,-1,-9,-10,-3,-5,3,-1,0,2,5,3,2,5,1,-3,-17,-1,-2,0,-4,9,LAL,LAC,2019-03-05
1.0,-2,4,4,-1,6,0,-1,-1,-2,2,8,1,4,-7,14,7,5,18,5,9,2,24,0,0,-2,0,7,HOU,POR,2018-12-12
1.0,6,4,13,10,2,1,6,6,12,-1,0,-2,-3,-2,9,6,4,-6,0,-3,23,8,1,6,1,0,-6,DET,CHI,2018-12-01
1.0,10,6,17,5,-15,-6,2,12,14,10,-3,1,5,1,9,6,4,18,13,9,30,-18,4,-9,-5,1,5,DET,CLE,2018-11-20
0.0,-2,-4,1,0,-9,-5,0,6,6,-6,-3,-6,0,8,5,3,2,-8,-7,-4,-10,5,1,4,4,0,-6,MIN,MEM,2018-11-18
0.0,5,-2,4,2,-13,-7,5,2,7,7,-10,-5,3,7,1,-1,0,-4,0,-2,-14,13,0,0,-8,1,-7,CLE,OKC,2018-11-08
1.0,0,1,-17,-10,11,10,-1,-7,-8,-3,5,3,-2,-7,3,7,1,20,14,10,-5,-16,-1,11,-4,-3,10,NOP,BKN,2018-10-27
1.0,-3,1,-5,3,14,11,11,11,22,1,-11,1,-7,5,0,-4,0,-2,7,-1,17,-3,1,12,-1,-1,-4,LAC,PHX,2018-11-29
0.0,-19,-5,11,10,-4,-4,-7,8,1,6,-4,0,2,10,-8,0,-5,-28,-21,-14,-12,40,1,-6,-1,0,-8,LAC,NOP,2019-01-15
1.0,6,7,1,0,-8,-11,1,-5,-4,9,1,0,-2,-5,-4,-4,-1,10,6,5,14,-4,2,2,-4,1,7,MEM,IND,2019-01-27
1.0,-16,-1,0,1,11,11,-6,4,-2,0,-3,3,-3,1,-1,1,1,-10,-19,-5,18,10,-1,-14,-7,0,-4,ORL,MIN,2019-02-08
0.0,2,-6,11,-4,-1,-4,5,-4,1,1,0,-2,9,2,12,6,6,4,-2,2,-19,-36,0,-4,-4,1,-3,HOU,DAL,2018-11-29
1.0,-8,-4,-14,-5,21,23,0,3,3,-1,1,2,-5,-2,10,3,4,-6,3,-3,9,-1,0,4,-3,0,5,NOP,DEN,2018-11-18
1.0,-2,3,-3,4,2,6,4,12,16,-2,-4,-4,6,3,2,0,-1,-14,-13,-7,19,-7,-1,4,-5,0,-12,GSW,MEM,2018-11-06
1.0,0,0,6,4,3,3,-1,-1,-2,5,5,-2,-3,-6,4,0,0,-10,-9,-5,-1,-21,0,-6,2,1,10,LAL,DEN,2018-10-26
1.0,-2,8,-3,7,-9,-5,-1,6,5,11,-2,-6,-4,2,10,3,4,0,-4,0,26,-21,0,0,-1,1,3,SAS,TOR,2019-01-04
1.0,5,3,-11,1,1,0,5,4,9,2,3,-6,-1,-3,0,-6,1,12,15,6,15,15,0,7,-2,-1,10,MIA,MIL,2018-12-23
0.0,2,-2,13,-1,4,-1,3,-4,-1,3,-1,3,1,1,4,1,2,0,-5,0,-13,6,1,0,0,-3,0,LAL,CLE,2019-01-14
0.0,-11,-3,-13,-6,10,9,-3,-2,-5,-1,2,0,-3,-1,-7,-9,-3,10,11,5,-6,31,0,-10,0,-2,8,MEM,SAC,2019-01-26
1.0,1,8,-7,2,7,1,0,-6,-6,-1,9,-2,-3,-10,21,8,10,22,18,11,22,8,0,1,-5,1,18,MIL,WAS,2019-02-07
1.0,6,1,8,6,-6,-3,2,0,2,8,0,0,3,-2,-8,-7,-3,-8,0,-4,21,50,0,0,0,0,-5,BKN,NOP,2019-01-03
0.0,2,-12,1,-6,1,0,7,-7,0,-18,1,0,-5,-1,-12,-5,-4,-18,-9,-9,-26,-17,0,6,-3,0,-8,POR,UTA,2018-12-22
1.0,0,6,6,5,-4,-1,4,8,12,-2,-1,2,9,5,5,6,0,10,5,5,29,-18,0,0,-3,0,3,MIL,CLE,2018-12-11
0.0,-1,-3,11,4,0,-1,-5,-17,-22,2,4,-4,0,-6,6,0,2,-10,-4,-5,-24,23,0,-18,-5,-1,4,NYK,PHI,2019-01-13
0.0,-15,0,-5,-2,-11,-13,-13,-3,-16,4,-3,2,8,7,-4,-4,-1,14,2,7,-10,-4,1,-21,-1,-1,-18,LAL,MIN,2019-01-25
0.0,-2,2,-7,-2,-4,-8,-3,-1,-4,0,-4,3,-4,3,-2,-1,1,8,-4,4,-18,-3,1,-8,0,0,-10,GSW,HOU,2019-02-24
0.0,1,0,-4,0,1,-2,3,2,5,-3,-3,3,-1,-2,14,10,7,8,9,4,-1,-9,0,5,1,2,-4,SAC,BOS,2019-03-07
0.0,6,2,-8,1,-20,-17,2,-3,-1,9,-6,-2,8,5,-2,1,-1,-14,3,-7,-28,27,0,3,-4,0,-15,NYK,CHA,2018-12-10
0.0,-4,-5,10,2,-1,1,-4,-5,-9,-2,2,5,2,-1,3,1,2,-12,-9,-6,-14,4,0,-5,0,0,5,WAS,IND,2019-02-24
1.0,0,5,-8,-3,-3,2,1,9,10,3,-4,0,7,5,14,6,6,10,5,5,-3,10,0,13,-2,1,-7,WAS,DAL,2019-03-07
0.0,11,-1,-1,-3,-9,-8,7,-4,3,-5,1,-3,2,2,11,7,5,2,4,1,-14,13,0,7,2,-2,0,NYK,DET,2019-02-06
1.0,10,8,11,6,-9,-4,6,2,8,3,-1,0,0,-2,-10,-5,-5,-16,-7,-8,14,18,0,9,-1,1,3,BOS,PHI,2018-10-17
1.0,10,3,-25,-9,3,7,8,9,17,6,4,-3,0,-1,-4,-2,-2,26,35,13,5,-18,-1,0,-4,1,-4,NOP,OKC,2018-12-13
1.0,2,5,-8,2,-10,-10,-4,-6,-10,2,-6,-2,-2,0,-11,-2,-4,-10,-2,-5,-9,33,-1,3,-1,0,-5,NYK,MIL,2018-12-01
1.0,-1,-5,-6,-4,16,15,-4,-3,-7,-2,3,-5,-9,-7,-17,-6,-6,0,11,0,2,6,0,-2,4,0,7,CHA,DET,2018-12-13
1.0,11,5,5,5,-5,-10,2,-2,0,-3,6,-4,2,-6,-2,-2,0,2,2,1,30,37,0,4,3,3,-3,MIA,NOP,2018-12-01
0.0,8,5,5,2,-28,-20,1,-2,-1,5,-3,-2,16,-1,-16,-3,-3,4,1,2,5,-23,-1,-9,-6,2,-6,ATL,LAC,2018-11-20
1.0,0,3,-6,-5,5,3,1,6,7,10,-4,-1,-3,1,11,11,4,12,6,6,-2,23,0,0,0,-1,-1,LAL,MIN,2018-11-08
1.0,-19,8,-13,0,6,6,-5,21,16,3,-3,1,-3,10,-2,-1,-1,24,12,12,26,-2,0,-5,-7,0,-2,MIL,ORL,2018-10-28
0.0,-9,-9,-3,2,-2,2,-1,0,-1,-8,-1,-1,5,7,-1,-3,-1,-26,-14,-13,-13,-7,1,-3,-9,0,-5,MIN,UTA,2019-01-28
0.0,-6,-15,17,12,8,3,-1,-13,-14,-2,2,0,-6,2,-15,-8,-7,-54,-25,-27,-21,17,0,-7,4,-1,-13,DAL,MIL,2019-02-09
0.0,1,-1,-23,-8,-1,-1,-2,-2,-4,5,0,-3,-4,-1,-10,-6,-4,10,18,5,-6,-18,0,-5,-2,0,6,CHI,MIL,2019-02-26
0.0,6,-4,-4,-5,-2,1,8,2,10,1,-3,-3,4,2,10,7,5,6,17,3,-17,15,0,6,3,-1,-6,SAC,LAC,2018-11-30
0.0,10,4,2,2,-14,-20,0,-9,-9,2,0,6,5,-4,3,1,1,-4,-8,-2,-29,30,1,-2,7,1,-5,WAS,POR,2018-11-18
1.0,-1,5,0,-3,4,0,2,9,11,2,0,6,-2,1,-6,-5,-3,22,18,11,17,-38,0,-6,1,0,3,MIA,SAS,2018-11-08
0.0,7,-6,2,-1,-8,-8,5,-8,-3,-10,-3,-2,6,3,-4,-1,-2,-12,-1,-6,-25,11,0,-2,4,0,-9,NOP,UTA,2018-10-27
1.0,15,18,-1,0,-7,-4,7,16,23,10,0,5,3,-7,15,5,6,34,19,17,46,5,0,5,-1,0,3,MIL,ATL,2019-01-05
0.0,-15,-14,-3,-6,13,10,3,-2,1,-12,-7,2,-7,8,2,0,0,-24,-17,-12,-24,7,-1,-1,-1,-1,0,ORL,MIA,2018-12-23
1.0,-4,13,5,9,-25,-19,-5,9,4,14,-8,1,10,6,-30,-11,-9,14,-3,7,12,19,0,2,-5,1,-5,ATL,OKC,2019-01-16
1.0,-10,-1,-3,-1,10,12,2,9,11,2,-1,0,-4,8,7,3,2,-12,-10,-6,10,-22,0,7,0,0,4,POR,ATL,2019-01-27
1.0,13,9,20,10,-1,-6,3,-4,-1,10,8,-2,4,-13,13,9,4,6,0,3,14,4,0,4,0,0,21,OKC,MEM,2019-02-08
1.0,-1,6,-3,-1,-4,-2,2,4,6,1,4,-1,5,-2,8,6,4,4,-4,2,17,9,0,-3,-5,0,4,TOR,DAL,2018-10-26
1.0,8,8,1,10,-8,-5,3,1,4,19,3,2,3,-2,2,0,1,-8,-2,-4,23,18,0,-3,-3,1,4,BOS,DAL,2019-01-05
0.0,4,0,9,2,-4,-3,2,-9,-7,16,1,-1,-2,-4,-7,-7,-3,2,4,1,1,1,0,-2,2,0,11,UTA,OKC,2018-12-23
0.0,-10,-5,-16,-6,1,1,-5,-4,-9,-3,-3,2,1,5,1,1,0,-10,-6,-5,-7,-5,0,-16,0,-1,1,SAS,CHA,2019-01-15
1.0,18,15,6,8,3,-1,14,8,22,6,5,-6,-5,-3,2,-1,1,14,17,7,38,41,0,24,-1,-1,8,DEN,PHX,2019-01-26
0.0,-9,-6,-18,-9,2,-5,7,5,12,4,-8,-1,3,11,19,9,8,2,0,1,-35,3,0,-6,-6,-1,-10,SAC,HOU,2019-02-07
1.0,8,11,-26,-9,-9,-3,-2,4,2,10,-3,-5,-2,-2,-6,-6,-1,26,24,13,15,7,0,3,3,0,-3,MEM,UTA,2019-03-09
1.0,-5,12,-11,1,-8,-4,0,19,19,7,-3,0,7,6,8,1,5,30,10,15,26,11,-1,9,0,3,-5,LAC,DEN,2018-12-22
1.0,3,2,1,0,6,2,5,1,6,0,4,2,-2,-1,5,6,2,6,0,3,1,-15,0,6,3,1,9,DEN,MEM,2018-12-11
1.0,-2,14,13,9,-2,-10,5,13,18,10,2,-1,1,5,8,6,5,14,-5,7,28,-5,0,5,-2,1,9,DEN,LAC,2019-02-24
0.0,-11,-11,14,1,15,13,-2,-5,-7,0,0,3,-4,-1,2,-5,-1,-22,-22,-11,-2,-7,1,-12,-3,-1,3,POR,OKC,2019-03-08
1.0,-4,2,1,2,0,4,5,12,17,0,-2,-5,4,6,10,4,4,4,-2,2,18,-2,0,12,-9,0,-8,CHI,BOS,2019-02-24
1.0,2,1,6,5,2,-3,5,1,6,2,-6,2,-5,1,-8,-2,-3,-22,-22,-11,7,6,0,11,6,0,3,SAS,MIN,2018-10-18
1.0,10,-1,-3,1,0,4,9,-2,7,-7,-4,0,-3,-3,4,-1,1,-10,4,-5,1,-7,0,12,-4,1,12,DET,BKN,2018-10-17
1.0,-6,11,6,4,-3,-5,-2,9,7,0,0,7,-1,5,-2,6,0,12,-10,6,21,3,0,1,4,0,0,UTA,POR,2018-12-26
1.0,9,10,1,3,-12,-2,-3,6,3,1,5,4,2,-3,-6,0,-2,4,-1,2,28,11,-1,-2,-4,1,10,BOS,ATL,2018-12-15
1.0,-7,0,16,10,5,1,-3,2,-1,4,-1,2,-3,-1,18,9,7,-18,-16,-9,13,10,0,-8,0,1,-5,SAC,MIN,2018-12-13
1.0,-2,11,-7,0,-7,-8,-9,5,-4,0,0,1,4,-4,0,2,2,10,-2,5,14,-7,-1,-6,0,-2,10,WAS,BKN,2018-12-02
1.0,-4,4,-4,7,5,3,-4,3,-1,4,2,-4,-4,-2,-5,-5,-3,-14,-8,-7,22,10,0,-7,5,0,9,CHA,IND,2018-11-22
0.0,-1,4,-15,-7,-8,-3,3,9,12,-1,-4,-4,4,4,-6,-2,-2,6,5,3,-10,0,0,11,-4,1,6,DEN,BKN,2018-11-10
1.0,8,11,-14,-2,-4,-1,5,16,21,-1,-1,-4,1,3,7,6,3,10,8,5,16,-16,1,17,11,3,-5,NYK,BKN,2018-10-29
0.0,2,-6,-4,-6,14,9,8,-2,6,-10,1,-1,-8,-2,2,7,2,8,14,4,-9,-26,0,1,1,0,5,CHI,WAS,2019-02-10
0.0,-8,-3,-6,-1,3,2,1,10,11,2,-2,2,0,8,11,4,4,-6,-11,-3,-3,0,0,-8,-3,0,-5,CHA,HOU,2019-02-28
0.0,17,12,0,-2,-27,-25,3,-3,0,11,1,2,7,1,9,4,6,18,14,9,-4,-39,0,13,-1,-1,3,PHI,BKN,2018-12-13
0.0,11,-4,3,-1,3,0,4,-4,0,-1,-2,-3,-8,-5,2,2,1,-2,6,-1,-11,-15,0,8,0,0,10,DAL,UTA,2018-10-28
1.0,8,-1,3,2,8,11,7,5,12,-1,2,-2,-2,-1,5,1,2,-10,0,-5,11,-2,1,10,0,1,2,POR,LAC,2018-11-09
1.0,8,14,2,-2,-16,-12,-4,2,-2,12,3,5,3,-5,-6,-3,0,20,7,10,10,6,0,5,0,1,19,NOP,SAS,2018-11-20
0.0,2,-5,1,-1,-4,-3,1,-5,-4,-1,-2,-5,-1,0,6,5,1,-4,3,-2,-8,6,1,-9,-4,1,-1,PHX,ORL,2018-12-01
1.0,-9,5,-6,-4,16,14,-5,6,1,5,-2,0,-10,-5,-2,-6,-1,12,-7,6,17,11,-1,-4,1,1,12,SAS,MEM,2019-01-06
1.0,-6,2,10,10,4,3,-5,5,0,11,1,1,-1,1,6,0,1,-18,-22,-9,17,-31,0,-3,5,0,2,POR,CLE,2019-01-17
1.0,4,13,-3,3,-14,-15,-1,2,1,9,0,1,10,0,2,0,1,24,10,12,17,-14,-1,0,3,2,5,LAL,PHX,2019-01-28
1.0,2,-1,-7,-2,6,10,-1,-2,-3,-8,5,-3,-4,-5,11,5,4,-2,7,-1,-11,12,0,11,-2,-1,11,SAC,MIA,2019-02-09
1.0,-12,5,5,-1,-1,-2,-7,12,5,3,-3,4,1,3,-3,-5,-3,10,-16,5,4,8,-1,-11,-5,-1,4,MIN,SAC,2019-02-26
1.0,-4,-2,-7,1,6,5,5,3,8,-1,1,0,-2,2,5,6,4,4,9,2,3,-8,-1,0,-7,0,-3,PHI,CHA,2018-10-27
1.0,-2,4,-1,2,0,-1,4,5,9,14,-4,3,2,4,-3,-9,-2,8,5,4,16,11,0,2,-8,-1,7,NOP,CHI,2018-11-08
0.0,1,1,6,1,-5,-5,0,1,1,12,-3,-1,-4,2,-10,-11,-5,8,2,4,1,7,1,-2,-1,-1,-5,POR,OKC,2019-01-05
1.0,13,-1,17,-4,7,8,10,-6,4,-1,8,6,2,-8,3,8,1,8,-3,4,-2,-34,0,8,-5,-2,18,GSW,LAC,2018-12-24
1.0,-10,1,-5,-1,10,6,0,5,5,0,-4,-2,-8,4,-8,-5,-3,6,3,3,12,-18,-1,-6,0,-2,5,LAL,CHI,2019-01-16
1.0,-17,-1,1,2,4,5,-15,-2,-17,-3,-2,3,1,0,12,4,4,0,-5,0,-9,-3,0,-7,-2,-2,-2,HOU,ORL,2019-01-28
1.0,-16,-7,-4,4,19,17,-1,3,2,-12,2,2,-7,5,8,5,2,-28,-13,-14,14,-4,0,-5,-1,-1,-14,PHI,DEN,2019-02-09
0.0,-2,-2,0,3,-4,-2,-1,1,0,5,3,-1,6,4,-11,-8,-5,-10,0,-5,9,-17,-1,-4,2,1,-5,CHI,IND,2019-01-05
1.0,-2,5,7,5,-1,1,2,8,10,6,-1,-1,5,5,-2,-4,-3,-8,-10,-4,33,-5,0,5,-3,-2,-12,BOS,CHA,2018-12-23
1.0,-16,-2,-19,-2,20,14,-4,5,1,0,4,-3,-8,-1,4,0,2,0,4,0,12,11,-1,-13,1,0,-1,LAC,OKC,2019-03-09
0.0,11,-7,5,-5,4,6,7,-12,-5,-4,-1,-5,-4,-6,-6,2,-1,-6,6,-3,-23,10,0,4,3,1,7,CLE,POR,2019-02-26
1.0,-2,6,-18,-7,17,11,8,9,17,3,-1,4,-10,-3,-7,-4,-3,18,10,9,18,11,1,1,-3,0,-10,MIA,CLE,2019-03-09
1.0,1,9,-13,-3,-2,2,-8,4,-4,4,6,1,2,-8,15,4,3,20,13,10,21,-2,0,-3,-6,1,8,TOR,PHI,2018-10-30
1.0,-7,6,1,9,-4,0,-4,10,6,7,-2,-3,6,2,6,0,1,-18,-18,-9,19,-2,0,-8,-5,1,1,PHX,DAL,2018-10-18
1.0,0,7,-8,-8,-1,2,-4,7,3,0,-4,1,0,-2,0,0,1,20,0,10,12,-20,0,-6,-9,-1,-3,SAS,DEN,2018-12-27
1.0,9,4,-3,2,13,9,3,-2,1,2,5,3,-7,-9,0,0,0,-10,-6,-5,20,17,0,8,6,1,15,NYK,ATL,2018-10-17
0.0,6,-1,9,4,-15,-10,1,1,2,-2,-5,3,7,3,-3,2,-1,-10,-3,-5,-1,-24,1,11,-2,0,-3,ATL,IND,2018-12-27
0.0,-7,-5,-5,1,-7,-3,-1,-2,-3,-2,-2,-4,7,6,-5,-2,-2,-16,-5,-8,-17,29,0,-5,-1,-1,-14,CLE,MIL,2018-12-15
1.0,-16,3,-21,1,-2,0,-7,4,-3,6,-7,0,-4,7,-3,-7,0,-10,-13,-5,9,-8,0,-3,2,1,-12,SAS,HOU,2018-11-11
1.0,-16,-4,-15,-3,20,17,-8,11,3,-2,2,1,-11,-1,1,-3,0,-12,-7,-6,11,-4,0,-2,6,0,-9,DAL,BKN,2018-11-22
1.0,-3,5,-14,-1,6,4,-4,3,-1,4,-1,-1,-6,-5,9,4,3,-2,-1,-1,9,18,0,2,-5,0,-5,SAS,POR,2018-12-03
0.0,6,-1,-12,-5,9,6,4,-3,1,-6,3,-8,1,-3,8,2,0,-14,-2,-7,-7,-7,-1,6,3,0,8,SAC,MIL,2019-02-28
